,Tweet ID,Sentiment,Tweet Text,Tweet Label
61,1192826308872548353,neutral,RT We re in Hannover this weekend for agritechnica19 w our German importer Krengel Landtechnik All set with our Majo,0
62,1192826301662613509,positive,RT Shop our collection of unique handmade items FirstResponders bridal babyshower Beatles handcrafted police Chri,1
63,1192826301264072704,neutral,RT FridayFe,0
64,1192826297535348736,neutral,RT GodMorning Smoker,0
65,1192826296260157441,neutral,RT If you don t think something like that could ever happen consider this it s happened before to of all people Ma,0
66,1192826294645473280,positive,So ready to get massaged later today Also cleaned out my backpack and it s so much later today is just a good,1
67,1192826292141543427,positive,Feast your eyes on our latest arrival the superb Ferrari F12 Berlinetta once the fastest road going Ferrari ever,1
68,1192826288907661312,positive,Not quite that FridayFeeling for Exeter s Pierce Sweeney who managed to smash his own windscreen after blazing on,1
69,1192826287703891968,neutral,RT I see terrified dinosaurs realizing the meteorite is on its way the dilated pupils in the eyes of leadened lumbering p,0
70,1192826286395277314,neutral,When the Dj switches to Amapiano Me FridayFeeling FridayLituations,0
71,1192826285350965248,positive,RT Friday Reflection I own a business which is very demanding I was in an accident 06 05 18 amp I am in pain all day e,1
72,1192826283568369664,neutral,FridayFeeling,0
73,1192826282108751877,neutral,A Friday shout out to some of SiteReportPro recent followers,0
74,1192826281446068228,positive,RT On Friday New Radio Show Abundance Inc w 11AM CT gt Call 816 251 3555 JoyTrain Su,1
75,1192826280544264192,neutral,We need to get this class some pinksocks FridayFeeling HITsm,0
76,1192826279776727040,neutral,Hey P F It s Friday afternoon here and I m knocking off for the day Fridayfun FridayFeeling,0
77,1192826273883668483,positive,RT Once you become aware of something you can no longer use it as an excuse We all come from dysfunction have experience,1
78,1192826272386355202,positive,RT Micropub First Pint of sold Every penny from this cask going straight to the Poppy Appeal This is our 4th y,1
79,1192826271723593728,neutral,RT FridayFeeling,0
80,1192826271425646592,positive,RT Money in politics is more important than any other issue because it affects all other issues Vote for the only candidat,1
81,1192826270771503111,positive,RT FreebieFriday There is still time to enter Win a 20 Cineworld gift voucher How to enter 1 Follow,1
82,1192826265759174661,positive,RT Happy Friday FridayFeeling,1
83,1192826260239597568,neutral,FridayFeeling Trampling truth,0
84,1192826258637426688,positive,RT After Kentucky Gov Matt Bevin s apparent defeat Twitter predicts MoscowMitchIsNext fridayfeeling fridaythoughts,1
85,1192826258469654535,neutral,Yes FridayMotivation FridayFeeling FridayThoughts TachaHomecoming Ikeonyema NightOfMercyLagos,0
86,1192826257383268354,neutral,RT It s friday fasey time caturdayeve FridayFeeling,0
87,1192826254975737856,positive,RT our latest episode is out now we think this is one of our best we talk about china anime ship girls and ryan reads a,1
88,1192826247153438720,positive,What a Friday Great chefs visit to Mon learning about salt and produce Big thanks to the team there who ma,1
89,1192826245068795905,positive,RT We d like to offer the KFCProposal sweethearts free Gautrain rides to and from ORTambo to enjoy their fabulous Cape Town,1
90,1192826239322603526,neutral,RT usa Trump2020 FridayFeeling,0
91,1192826235036078087,neutral,cake barbiecake gordonsgin AbsoluteVodka FridayFeeling FridayVibes FridayFunday,0
92,1192826231345029120,positive,RT Forgive Dem musicvideo now out on VEVO Download the full album FridayFeeli,1
93,1192826230652973058,positive,RT WIN The weekend is here we are offering you the chance to win an overnight B amp B stay for 2 people sharing in any o,1
94,1192826229688283137,positive,RT FRIDAY FUNDAY Can you think of a better way to spend a Friday than feeding two of these furry friends Charnwood L,1
95,1192826224738852864,positive,RT I am sooooo ready have a good one HappyFriday friends FridayThoughts FridayFeeling FridayMotivation,1
96,1192826223216349184,positive,RT our latest episode is out now we think this is one of our best we talk about china anime ship girls and ryan reads a,1
97,1192826221601738764,neutral,RT SPF FridayFeeling,0
98,1192826220381032448,neutral,RT FridayFeeling Teamwork is a skill It takes practice,0
99,1192826218888007681,neutral,Ever wonder why some people you work with are such elitist pricks Ayy I got a 4 day weekend coming up why the fu,0
100,1192826445699145729,neutral,RT Please don t tweet out TrumpBribed It s just gonna make Trump furious So again please don t tweet out TrumpBribed Oops,0
101,1192826444478590976,neutral,RT Trump should be in prison not the WH Raise your hand if you agree TrumpBribed,0
102,1192826443815948289,negative,It s sad that it s come to this TrumpBribed and R s need to know this He admitted to it in the settleme,-1
103,1192826443681550337,positive,RT TrumpBribed is trending right now We started to push it only one hour ago and it s already crossed 12 000 tweets,1
104,1192826440850530304,positive,You d think he would be successful TrumpBribed,1
105,1192826439466283015,positive,RT How many people has TrumpBribed It s sadly a reasonable question since Trump was willing to bribe an ally using taxpayer mone,1
106,1192826438518337537,neutral,TrumpBribed let s keep it going,0
107,1192826438124285957,negative,RT At least 2 people now confirm JimJordanKnew of abuse at Ohio State when he was a coach there but did nothing At the very leas,-1
108,1192826436874375168,neutral,RT Trump should be in prison not the WH Raise your hand if you agree TrumpBribed,0
109,1192826436073209856,neutral,RT FBRParty 190 Let s not trend TrumpBribed Who needs a bump Follow all who RT amp Comment FBR,0
110,1192826433640583168,neutral,RT TrumpBribed TrumpBribed TrumpBribed TrumpBribed TrumpBribed TrumpBribed TrumpBribed TrumpBribe,0
111,1192826432306597888,neutral,RT Throughout his entire life trump learned the way to get his way is through bribery His dad bribed colleges to let him in,0
112,1192826432105439232,neutral,RT TrumpBribed TrumpExtortionist TrumpCrimeFamily,0
113,1192826429177622529,negative,RT BREAKING Fiona Hill and Lt Col Vindman transcripts will be released today Another terrible day for Trump and the GOP where t,-1
114,1192826428875780098,neutral,RT Trump should be in prison not the WH Raise your hand if you agree TrumpBribed,0
115,1192826427865010177,positive,RT TrumpBribed is trending right now We started to push it only one hour ago and it s already crossed 12 000 tweets,1
116,1192826424375287808,negative,Politicians bribed Impossible I wonder if that s ever happened TrumpBribed,-1
117,1192826423955853313,neutral,TrumpBribed,0
118,1192826419954552832,positive,RT TrumpBribed is trending right now We started to push it only one hour ago and it s already crossed 12 000 tweets,1
119,1192826418314366976,neutral,RT Throughout his entire life trump learned the way to get his way is through bribery His dad bribed colleges to let him in,0
120,1192826417664405505,neutral,RT BOOM 20 000 tweets and counting with the TrumpBribed hashtag It s now trending Let s keep it going,0
121,1192826416548777984,neutral,RT Please don t tweet out TrumpBribed It s just gonna make Trump furious So again please don t tweet out TrumpBribed Oops,0
122,1192826414581587968,positive,RT Trump wants people to keep using the words quid pro quo So let s stop using those words because what Trump actually did was s,1
123,1192826412564135938,positive,RT Of the top 4 Democratic presidential candidates who is the most likely to drop out before SuperTuesday FridayMorning Frida,1
124,1192826412526379008,neutral,RT Trump should be in prison not the WH Raise your hand if you agree TrumpBribed,0
125,1192826410701737984,neutral,TrumpBribed,0
126,1192826410496405504,neutral,RT Throughout his entire life trump learned the way to get his way is through bribery His dad bribed colleges to let him in,0
127,1192826409372278784,neutral,TrumpBribed TrumpBribed TrumpBribed TrumpBribed TrumpBribed TrumpBribed TrumpBribed TrumpBribed,0
128,1192826407254134787,neutral,RT Throughout his entire life trump learned the way to get his way is through bribery His dad bribed colleges to let him in,0
129,1192826406813741058,neutral,RT Throughout his entire life trump learned the way to get his way is through bribery His dad bribed colleges to let him in,0
130,1192826404838268928,neutral,My contribution to help keep TrumpBribed trending Please don t share it,0
131,1192826404624310274,neutral,TrumpBribed TrumpExtorted ImpeachAndImprison,0
132,1192826404016185345,neutral,RT If you don t think something like that could ever happen consider this it s happened before to of all people Ma,0
133,1192826403668054017,positive,RT Manning Oh noes The trump trolls don t like that TrumpBribed is trending Don t tweet out trumpbribed Ok I won t tw,1
134,1192826403202449416,neutral,RT Trump should be in prison not the WH Raise your hand if you agree TrumpBribed,0
135,1192826403097661440,negative,RT At least 2 people now confirm JimJordanKnew of abuse at Ohio State when he was a coach there but did nothing At the very leas,-1
136,1192826402460045312,neutral,RT BOOM 20 000 tweets and counting with the TrumpBribed hashtag It s now trending Let s keep it going,0
137,1192826400123678720,neutral,RT BOOM 20 000 tweets and counting with the TrumpBribed hashtag It s now trending Let s keep it going,0
138,1192826399540809728,positive,RT When your rich they let you do anything TrumpBribed the president of a foreign ally to try and destroy their bipartisa,1
139,1192826399494672385,positive,RT JimJordanKnew about the Ohio State team doctor sexually abusing students But he said nothing That s why he s a perfect,1
140,1192826398492254210,neutral,TrumpBribed,0
141,1192826397858975745,neutral,RT BOOM 20 000 tweets and counting with the TrumpBribed hashtag It s now trending Let s keep it going,0
142,1192826397846384640,neutral,RT Please don t tweet out TrumpBribed It s just gonna make Trump furious So again please don t tweet out TrumpBribed Oops,0
143,1192826396650823680,negative,Everything we know about Trump is bad enough hookers cheating mob associates extortion bankruptcies feloniou,-1
144,1192826396168601600,negative,RT At least 2 people now confirm JimJordanKnew of abuse at Ohio State when he was a coach there but did nothing At the very leas,-1
145,1192826394960650243,negative,RT BREAKING Fiona Hill and Lt Col Vindman transcripts will be released today Another terrible day for Trump and the GOP where t,-1
146,1192826394461343744,negative,RT At least 2 people now confirm JimJordanKnew of abuse at Ohio State when he was a coach there but did nothing At the very leas,-1
147,1192826393224200193,negative,RT At least 2 people now confirm JimJordanKnew of abuse at Ohio State when he was a coach there but did nothing At the very leas,-1
148,1192826392586719232,neutral,Siskind TrumpBribed TrumpBribed TrumpBribed TrumpBribed TrumpBribed TrumpBribed,0
149,1192826391609274368,neutral,RT Trump should be in prison not the WH Raise your hand if you agree TrumpBribed,0
150,1192826391143821321,neutral,RT BOOM 20 000 tweets and counting with the TrumpBribed hashtag It s now trending Let s keep it going,0
151,1192826390607015937,negative,RT At least 2 people now confirm JimJordanKnew of abuse at Ohio State when he was a coach there but did nothing At the very leas,-1
152,1192826389063442432,neutral,RT Please don t tweet out TrumpBribed It s just gonna make Trump furious So again please don t tweet out TrumpBribed Oops,0
153,1192826387964411910,positive,RT TrumpBribed is trending right now We started to push it only one hour ago and it s already crossed 12 000 tweets,1
154,1192826386756644864,positive,RT TrumpBribed is trending right now We started to push it only one hour ago and it s already crossed 12 000 tweets,1
155,1192826385653477382,positive,RT Trump wants people to keep using the words quid pro quo So let s stop using those words because what Trump actually did was s,1
156,1192826384437018624,neutral,RT BOOM 20 000 tweets and counting with the TrumpBribed hashtag It s now trending Let s keep it going,0
157,1192826384365867008,negative,RT At least 2 people now confirm JimJordanKnew of abuse at Ohio State when he was a coach there but did nothing At the very leas,-1
158,1192826382847500296,negative,RT At least 2 people now confirm JimJordanKnew of abuse at Ohio State when he was a coach there but did nothing At the very leas,-1
159,1192826379219243008,neutral,RT Please don t tweet out TrumpBribed It s just gonna make Trump furious So again please don t tweet out TrumpBribed Oops,0
160,1192826379101986816,neutral,RT Trump should be in prison not the WH Raise your hand if you agree TrumpBribed,0
161,1192826378397396998,positive,RT TrumpBribed is trending right now We started to push it only one hour ago and it s already crossed 12 000 tweets,1
162,1192826376740462592,negative,RT At least 2 people now confirm JimJordanKnew of abuse at Ohio State when he was a coach there but did nothing At the very leas,-1
163,1192826376732258304,negative,RT BREAKING Fiona Hill and Lt Col Vindman transcripts will be released today Another terrible day for Trump and the GOP where t,-1
164,1192826376505712641,negative,RT BREAKING Fiona Hill and Lt Col Vindman transcripts will be released today Another terrible day for Trump and the GOP where t,-1
165,1192826376468008965,neutral,RT BOOM 20 000 tweets and counting with the TrumpBribed hashtag It s now trending Let s keep it going,0
166,1192826373708173312,negative,RT Can t BELIEVE the haters are now accusing me of BRIBERY If giving money to people to get them to do something shady,-1
167,1192826372219179010,neutral,RT TrumpBribed again,0
168,1192826369870196736,positive,RT Yes bribery is an impeachable offense One of thousands of impeachable offenses he s committed since losing the popular vote,1
169,1192826369463468034,neutral,RT TrumpBribed TrumpBribed TrumpBribed TrumpBribed TrumpBribed TrumpBribed TrumpBribed TrumpBribe,0
170,1192826368767119360,positive,RT Say it Tweet it Its true Trumpbribed VankaPro,1
171,1192826367999500288,neutral,TrumpBribed,0
172,1192826367332769793,neutral,TrumpBribed,0
173,1192826367211167744,neutral,RT TrumpBribed Bribery Impeach bribe verb bribed bribing Definition of bribe Entry 2 of 2 transitive verb to i,0
174,1192826362970685440,positive,RT TrumpBribed is trending right now We started to push it only one hour ago and it s already crossed 12 000 tweets,1
175,1192826362437914624,neutral,RT Throughout his entire life trump learned the way to get his way is through bribery His dad bribed colleges to let him in,0
176,1192826360651120640,positive,GOP WE DEMAND TRANSPARENCY TRANSPARENCY OK Public hearings begin next week GOP this morning Impeachment,1
177,1192826359732719617,neutral,This would be the icing on the cake in terms of support for Putin s puppet Hopefully Trump is,0
178,1192826358315077634,neutral,RT FBRParty 190 Let s not trend TrumpBribed Who needs a bump Follow all who RT amp Comment FBR,0
179,1192826358130528267,positive,RT When your rich they let you do anything TrumpBribed the president of a foreign ally to try and destroy their bipartisa,1
180,1192826353831358470,positive,RT Trump wants people to keep using the words quid pro quo So let s stop using those words because what Trump actually did was s,1
181,1192826351058931714,neutral,watermn TrumpBribed,0
182,1192826350517805056,neutral,RT Trump should be in prison not the WH Raise your hand if you agree TrumpBribed,0
183,1192826349838159873,negative,RT BREAKING Fiona Hill and Lt Col Vindman transcripts will be released today Another terrible day for Trump and the GOP where t,-1
184,1192826349498617858,neutral,TrumpBribed,0
185,1192826349494427649,positive,RT TrumpBribed is trending right now We started to push it only one hour ago and it s already crossed 12 000 tweets,1
186,1192826348584099840,negative,RT At least 2 people now confirm JimJordanKnew of abuse at Ohio State when he was a coach there but did nothing At the very leas,-1
187,1192826348206612481,neutral,RT Please don t tweet out TrumpBribed It s just gonna make Trump furious So again please don t tweet out TrumpBribed Oops,0
188,1192826347812458501,neutral,RT Let him use those bribery skills in prison TrumpBribed,0
189,1192826347443367938,positive,RT TrumpBribed is trending right now We started to push it only one hour ago and it s already crossed 12 000 tweets,1
190,1192826344406544384,negative,RT At least 2 people now confirm JimJordanKnew of abuse at Ohio State when he was a coach there but did nothing At the very leas,-1
191,1192826344381591552,neutral,RT BOOM 20 000 tweets and counting with the TrumpBribed hashtag It s now trending Let s keep it going,0
192,1192826343848730626,negative,RT TrumpBribed he s also raped assaulted lied cheated swindled embezzled draft dodged and triggered a fucking geno,-1
193,1192826343278465025,neutral,RT BOOM 20 000 tweets and counting with the TrumpBribed hashtag It s now trending Let s keep it going,0
194,1192826340518563843,neutral,We all know TrumpBribed We have read the MEMO which is not a transcript TrumpBribed and we should probably,0
195,1192826339356807168,neutral,TrumpBribed,0
196,1192826338786320385,neutral,RT BOOM 20 000 tweets and counting with the TrumpBribed hashtag It s now trending Let s keep it going,0
197,1192826337771298817,neutral,RT Throughout his entire life trump learned the way to get his way is through bribery His dad bribed colleges to let him in,0
198,1192826337444151297,neutral,RT BOOM 20 000 tweets and counting with the TrumpBribed hashtag It s now trending Let s keep it going,0
199,1192826337213501444,neutral,RT Trump should be in prison not the WH Raise your hand if you agree TrumpBribed,0
200,1192826442721177600,negative,RT Ethereal Pokemon fans before the release of PokemonLetsGo We want NEW Pok mon sick of the old ones Pok mon fans before the,-1
201,1192826393568120832,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
202,1192826381064949760,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
203,1192826372688769025,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
204,1192826282708471817,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
205,1192826242837438466,neutral,RT otumami GIGANTAMAX PokemonSwordShield Poke,0
206,1192826234012483584,positive,RT The Tetris99 PokemonSwordShield MAXIMUS CUP is ready to go Will you be playing this weekend official,1
207,1192826194951057409,positive,RT The Tetris99 PokemonSwordShield MAXIMUS CUP is ready to go Will you be playing this weekend official,1
208,1192826192103170049,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
209,1192826183425122304,neutral,RT Post Got hyped by that website that allows you to make a custom video of your pokemon journey through all the regions I decided,0
210,1192826174310944769,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
211,1192826116303663105,neutral,RT otumami GIGANTAMAX PokemonSwordShield Poke,0
212,1192826108938506241,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
213,1192826076650708993,negative,RT the pokemon community is the biggest bunch of cry babies in existence just because a few 100 pokemon aren t in Pokemo,-1
214,1192826039841382400,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
215,1192826039019421696,positive,RT The Tetris99 PokemonSwordShield MAXIMUS CUP is ready to go Will you be playing this weekend official,1
216,1192826029171081216,positive,RT The Tetris99 PokemonSwordShield MAXIMUS CUP is ready to go Will you be playing this weekend official,1
217,1192826018970689536,negative,RT Look at what you BringBackNationalDex idiots have done This is what your legion has caused No respect whatsoever So s,-1
218,1192825980810911744,positive,RT The Tetris99 PokemonSwordShield MAXIMUS CUP is ready to go Will you be playing this weekend official,1
219,1192825933691932672,neutral,RT Art Gigantamax Charizard PokemonSwordShield Charizard,0
220,1192825923764211713,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
221,1192825919888658433,positive,RT The Tetris99 PokemonSwordShield MAXIMUS CUP is ready to go Will you be playing this weekend official,1
222,1192825854423949312,positive,RT The Tetris99 PokemonSwordShield MAXIMUS CUP is ready to go Will you be playing this weekend official,1
223,1192825838409961472,positive,RT ONE MORE WEEK ONE MORE WEEK ONE MORE WEEK PokemonSwordShield,1
224,1192825816952033283,positive,RT The Tetris99 PokemonSwordShield MAXIMUS CUP is ready to go Will you be playing this weekend official,1
225,1192825777391382528,negative,RT Tired after a long day of traveling around the Galar region Use Pok mon Camp to set up camp and take a break You can cook cu,-1
226,1192825764204253184,positive,RT Impidimp pixels Feel free to use if you lmk I wanna see PokemonSwordShield PokemonSwordShieldleaks pkmn pokemon,1
227,1192825757065764868,negative,RT Look at what you BringBackNationalDex idiots have done This is what your legion has caused No respect whatsoever So s,-1
228,1192825737767772160,positive,RT Just think In exactly one week we ll already have PokemonSwordShield and be in the early stages of exploring Galar ARE,1
229,1192825723993628673,positive,RT The Tetris99 PokemonSwordShield MAXIMUS CUP is ready to go Will you be playing this weekend official,1
230,1192825712417398789,positive,RT tK A new commercial and gameplay trailer featuring the Wild Area has been released The commercial is absolute Take a,1
231,1192825536571224066,positive,RT The Tetris99 PokemonSwordShield MAXIMUS CUP is ready to go Will you be playing this weekend official,1
232,1192825517671682049,neutral,RT Marnie amp Morpeko Only 8 days left I m looking forward to Masuda PokemonSchwertSchild PokemonSwordShield P,0
233,1192825497933295620,neutral,RT Missed some of the nifty things you can do and experience in PokemonSwordShield We ve got you covered,0
234,1192825496662351872,positive,RT NintendoAmerica RT NintendoVS The Tetris99 PokemonSwordShield MAXIMUS CUP is ready to go Will you be playin,1
235,1192825491687796736,positive,RT ONE MORE WEEK ONE MORE WEEK ONE MORE WEEK PokemonSwordShield,1
236,1192825484800856065,positive,RT The Tetris99 PokemonSwordShield MAXIMUS CUP is ready to go Will you be playing this weekend official,1
237,1192825439741497350,negative,RT Nido17 We re less than a week away Let s GOOOOO PokemonSwordShield,-1
238,1192825431247994888,neutral,RT Plus qu une semaine avant le d but de notre nouvelle aventure Galar PokemonEpeeBouclier PokemonSwordShield htt,0
239,1192825429268291584,positive,RT It s been nearly 4 months since I ve made a video on Sword and Shield But something s come up that I just can t ignore,1
240,1192825362373324806,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
241,1192825349286944768,positive,RT Ready to look stylish during your journey in the Galar region From outerwear gloves to makeup options and more pic,1
242,1192825317381099523,positive,RT The Tetris99 PokemonSwordShield MAXIMUS CUP is ready to go Will you be playing this weekend official,1
243,1192825305481826306,neutral,RT We re one week out from PokemonSwordShield Have you picked your starter yet,0
244,1192825299957886977,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
245,1192825292605157376,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
246,1192825254814584834,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
247,1192825210472407040,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
248,1192825208303968256,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
249,1192825168936230912,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
250,1192825078339100673,neutral,RT WHERE S THE MERCH pokemonleak PokemonSwordShield SNOM,0
251,1192824999821873162,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
252,1192824997586313217,positive,RT The Tetris99 PokemonSwordShield MAXIMUS CUP is ready to go Will you be playing this weekend official,1
253,1192824965197901824,positive,RT The Tetris99 PokemonSwordShield MAXIMUS CUP is ready to go Will you be playing this weekend official,1
254,1192824942510956549,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
255,1192824919324672002,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
256,1192824835925258240,positive,RT The Tetris99 PokemonSwordShield MAXIMUS CUP is ready to go Will you be playing this weekend official,1
257,1192824827482128394,positive,RT The Tetris99 PokemonSwordShield MAXIMUS CUP is ready to go Will you be playing this weekend official,1
258,1192824804124037120,negative,RT Stick the kettle on and sit tight we re only one week away from PokemonSwordShield,-1
259,1192824784482123776,positive,RT The Tetris99 PokemonSwordShield MAXIMUS CUP is ready to go Will you be playing this weekend official,1
260,1192824781030207489,positive,RT The Tetris99 PokemonSwordShield MAXIMUS CUP is ready to go Will you be playing this weekend official,1
261,1192824774290018305,positive,Essentially saying I only win because I have a team of 6 perfect IV mons and I don t want everyone else to have t,1
262,1192824719864745986,neutral,RT otumami GIGANTAMAX PokemonSwordShield Poke,0
263,1192824714974171137,neutral,I m choosing Grookey to join me on my adventure through the Galar region in PokemonSwordShield,0
