,Tweet ID,Sentiment,Tweet Text,Tweet Label
78,1.19264E+18,positive,RT LACvsOAK 1st Half Observations E Harris must ve been studying film and saw a tendency that he wants to take advantage,1
79,1.19264E+18,positive,RT Ingram headed straight to the locker room but walking on his own power Chargers LACvsOAK,1
80,1.19264E+18,negative,HALF Raiders 17 Chargers 14 Philip Rivers has thrown four interceptions Only two of them have counted The Ra,-1
81,1.19264E+18,negative,At the half Raiders 17 Chargers 14 LACvsOak RaiderNation BoltUp ThursdayNightFootball What halftime adju,-1
82,1.19264E+18,positive,LACvsOAK 1st Half Observations E Harris must ve been studying film and saw a tendency that he wants to take ad,1
83,1.19264E+18,negative,RT Not good Melvin Ingram is down and the Chargers medical staff is taking a look at him,-1
84,1.19264E+18,neutral,STATS UPDATE Including tonight have now outscored opponents 38 26 12 in the second quarter of road g,0
85,1.19264E+18,neutral,Marcador al HT Raiders 17 14 Chargers,0
86,1.19264E+18,neutral,Halftime here in Oakland Raiders 17 Chargers 14 TNFonFOX OAKvsLAC,0
87,1.19264E+18,negative,RT I got the raiders Since im 14 tese 2 teams were my enemie killed me either way since I m 14 betting the nfl I h,-1
88,1.19264E+18,positive,RT Don t worry London there s plenty of football left to play Your Chargers are lucky to be this close,1
89,1.19264E+18,negative,RT Chargers INJURY UPDATE Melvin Ingram shoulder is questionable to return TNF,-1
90,1.19264E+18,negative,Well talk about a ball game folks after LAChargers went on a 14 0 run the Raiders score b4 the half to lead,-1
91,1.19264E+18,neutral,So at about 9pm tonight you ll see on instead of Don t worry though,0
92,1.19264E+18,negative,RT Chargers INJURY UPDATE Melvin Ingram shoulder is questionable to return TNF,-1
93,1.19264E+18,negative,Totally dominating this game so far other than one bad throw and a slip from Henry Gotta clean it up second half a,-1
94,1.19264E+18,neutral,RT If Austin Ekeler s TD in Nashville was overturned this one should be too Chargers,0
95,1.19264E+18,negative,I m confused why the Chargers are throwing the ball so much in the Redzone when what got them into the Redzone was,-1
96,1.19264E+18,neutral,RT Cowboys Jerry Jones stepped on the Chargers to London talk But given the value he and Rams owner Stan Kroenke hav,0
97,1.19264E+18,negative,RT Melvin Ingram shoulder is QUESTIONABLE to return Chargers,-1
98,1.19264E+18,neutral,Anyone see who s going to be with Michael at halftime Chargers RaiderNation ThursdayNightFootball WWE,0
99,1.19264E+18,positive,RT Don t worry London there s plenty of football left to play Your Chargers are lucky to be this close,1
100,1.19263E+18,positive,RT 2 more wins today puts the on an outstanding weekend for Hofstra amp,1
101,1.19262E+18,neutral,RT MBB A personal 6 0 run by Tareq Coburn has pushed the Hofstra lead to five RoarWithPride,0
102,1.19262E+18,negative,RT MBB Desure Buie to Tareq Coburn and the lead is up to 3 for Hofstra early in the second half RoarWithPride,-1
103,1.19261E+18,positive,RT HOFSTRA WINS First game First W First career W for Santos LET S GO PRIDE RoarWithPride https,1
104,1.1926E+18,positive,RT HOFSTRA WINS First game First W First career W for Santos LET S GO PRIDE RoarWithPride https,1
105,1.19257E+18,neutral,MSOC Hofstra Places Seven On All Teams RoarWithPride,0
106,1.19256E+18,positive,RT Ring chasing Top seeded Hofstra is set to take on sixth seeded James Madison on Saturday afternoon for the CAACham,1
107,1.19255E+18,negative,RT Join in celebrating NationalFirstGenDay tomorrow 11 8 Stop by the Student Center for a day o,-1
108,1.19255E+18,negative,RT Join in celebrating NationalFirstGenDay tomorrow 11 8 Stop by the Student Center for a day o,-1
109,1.19254E+18,negative,Join in celebrating NationalFirstGenDay tomorrow 11 8 Stop by the Student Center for,-1
110,1.19252E+18,positive,RT Ring chasing Top seeded Hofstra is set to take on sixth seeded James Madison on Saturday afternoon for the CAACham,1
111,1.19252E+18,positive,RT Ring chasing Top seeded Hofstra is set to take on sixth seeded James Madison on Saturday afternoon for the CAACham,1
112,1.19252E+18,negative,Missing home Come to our next Conversation Cafe Tuesday 11 12 to learn different tips on how to adapt to your,-1
113,1.19251E+18,positive,Ring chasing Top seeded Hofstra is set to take on sixth seeded James Madison on Saturday afternoon for the,1
114,1.19251E+18,positive,Attend a live podcast on DACA and Long Island next Wednesday 11 13 to learn more about how you can become involve,1
115,1.1925E+18,positive,men ready for challenge in quarterfinals Hofstra HofstraMSoc,1
116,1.19249E+18,positive,Enjoy cultural performances discussion panels and multi ethnic dishes next Thursday 11 14 at Diversity Night F,1
117,1.19249E+18,neutral,RT blank 3 0 in regular season finale at home Hofstra HofstraMSOC H,0
118,1.19248E+18,neutral,RT MSOC Hofstra Opens Championship Play Versus Delaware Friday RoarWithPride CAAChamps,0
119,1.19247E+18,neutral,MSOC Hofstra Opens Championship Play Versus Delaware Friday RoarWithPride CAAChamps,0
120,1.19247E+18,neutral,RT MBB Hofstra Hosts Monmouth On Saturday RoarWithPride,0
121,1.19247E+18,neutral,MBB Hofstra Hosts Monmouth On Saturday RoarWithPride,0
122,1.19245E+18,positive,RT Hofstra students Interested in a degree in Elementary Education Check out our second fall info session today Hosted by,1
123,1.19245E+18,positive,Hofstra students Interested in a degree in Elementary Education Check out our second fall info session today Ho,1
124,1.19245E+18,positive,Here s a look at a few of the photos in our latest exhibit Rock Rock Rock n Roll Hofstra Check out the entir,1
125,1.19244E+18,negative,RT MBB BIG bucket from Eli Pemberton Hofstra leads San Jose State 69 67 with 3 32 left in the second half RoarWithPride,-1
126,1.19244E+18,negative,RT MBB BIG bucket from Eli Pemberton Hofstra leads San Jose State 69 67 with 3 32 left in the second half RoarWithPride,-1
127,1.19244E+18,negative,RT Still ahead with one quarter to go JK now with 11 points to lead Hofstra Jaylen is just behind with nine RoarWithPr,-1
128,1.19243E+18,positive,why was i only today years old when i learned there s a place called hofstra park in north jersey,1
129,1.19242E+18,neutral,RT MLAX Metzger Makes Substantial Gift To Renovate Hofstra Men s Lacrosse Locker Room RoarWithP,0
130,1.19241E+18,positive,RT HOFSTRA WINS First game First W First career W for Santos LET S GO PRIDE RoarWithPride https,1
131,1.19238E+18,negative,RT MBB BIG bucket from Eli Pemberton Hofstra leads San Jose State 69 67 with 3 32 left in the second half RoarWithPride,-1
132,1.19238E+18,positive,RT HOFSTRA WINS First game First W First career W for Santos LET S GO PRIDE RoarWithPride https,1
133,1.19236E+18,neutral,RT RECAP Hofstra Earns Season Opening Victory at Hartford RoarWithPride,0
134,1.19235E+18,positive,RT HOFSTRA WINS First game First W First career W for Santos LET S GO PRIDE RoarWithPride https,1
135,1.19235E+18,positive,RT HOFSTRA WINS First game First W First career W for Santos LET S GO PRIDE RoarWithPride https,1
136,1.19235E+18,neutral,NCAA SanJoseST 79 1 0 HOFSTRA 71 0 1 OMAR SILVERIO G 6 3 200Lbs 0 Pts 0 Reb 2 Ast 0 Stl,0
137,1.19233E+18,neutral,RT RECAP Hofstra Earns Season Opening Victory at Hartford RoarWithPride,0
138,1.19233E+18,positive,RT HOFSTRA WINS First game First W First career W for Santos LET S GO PRIDE RoarWithPride https,1
139,1.19232E+18,positive,RT HOFSTRA WINS First game First W First career W for Santos LET S GO PRIDE RoarWithPride https,1
140,1.19231E+18,neutral,RT MBB Coburn gt Schutte for a Hofstra bucket RoarWithPride,0
141,1.1923E+18,positive,RT HOFSTRA WINS First game First W First career W for Santos LET S GO PRIDE RoarWithPride https,1
142,1.1923E+18,positive,RT HOFSTRA WINS First game First W First career W for Santos LET S GO PRIDE RoarWithPride https,1
143,1.1923E+18,positive,RT HOFSTRA WINS First game First W First career W for Santos LET S GO PRIDE RoarWithPride https,1
144,1.1923E+18,positive,RT HOFSTRA WINS First game First W First career W for Santos LET S GO PRIDE RoarWithPride https,1
145,1.1923E+18,neutral,RT RECAP Hofstra Earns Season Opening Victory at Hartford RoarWithPride,0
146,1.19229E+18,neutral,RT RECAP Hofstra Earns Season Opening Victory at Hartford RoarWithPride,0
147,1.19229E+18,neutral,RECAP Hofstra Earns Season Opening Victory at Hartford RoarWithPride,0
148,1.19229E+18,neutral,RT MBB Desure Buie with one of his patented to the basket for Hofstra RoarWithPride,0
149,1.19229E+18,positive,RT Hofstra held off Hartford s buzzer beater attempt for the win and that s how this one ends Proud of this team for grindin,1
150,1.19228E+18,negative,RT MBB BIG bucket from Eli Pemberton Hofstra leads San Jose State 69 67 with 3 32 left in the second half RoarWithPride,-1
151,1.19228E+18,positive,RT HOFSTRA WINS First game First W First career W for Santos LET S GO PRIDE RoarWithPride https,1
152,1.19228E+18,positive,RT HOFSTRA WINS First game First W First career W for Santos LET S GO PRIDE RoarWithPride https,1
153,1.19228E+18,positive,RT Hofstra held off Hartford s buzzer beater attempt for the win and that s how this one ends Proud of this team for grindin,1
154,1.19228E+18,positive,RT Hofstra held off Hartford s buzzer beater attempt for the win and that s how this one ends Proud of this team for grindin,1
155,1.19228E+18,negative,Well we have a rebounding problem We re young and we re small There were issues with communication on both ends,-1
156,1.19227E+18,negative,RT MBB BIG bucket from Eli Pemberton Hofstra leads San Jose State 69 67 with 3 32 left in the second half RoarWithPride,-1
157,1.19227E+18,neutral,RT MBB Hofstra Falls To San Jose State In The Season Opener RoarWithPride,0
158,1.19227E+18,neutral,MBB Hofstra Falls To San Jose State In The Season Opener RoarWithPride,0
159,1.19227E+18,neutral,RT MBB FINAL Hofstra falls to San Jose State 79 71 Eli Pemberton leads the Pride with 23 points Pride back at home on S,0
160,1.19227E+18,positive,RT HOFSTRA WINS First game First W First career W for Santos LET S GO PRIDE RoarWithPride https,1
161,1.19227E+18,positive,I ll be in Hempstead Saturday Fun fact Hofstra was 7 0 in New York with me,1
162,1.19227E+18,positive,Hofstra held off Hartford s buzzer beater attempt for the win and that s how this one ends Proud of this team for,1
163,1.19227E+18,positive,RT HOFSTRA WINS First game First W First career W for Santos LET S GO PRIDE RoarWithPride https,1
164,1.19227E+18,positive,RT HOFSTRA WINS First game First W First career W for Santos LET S GO PRIDE RoarWithPride https,1
165,1.19227E+18,positive,RT HOFSTRA WINS First game First W First career W for Santos LET S GO PRIDE RoarWithPride https,1
166,1.19227E+18,positive,HOFSTRA WINS First game First W First career W for Santos LET S GO PRIDE RoarWithPride,1
167,1.19226E+18,negative,Down to the wire here in Hartford as Hofstra is ahead 43 41 with 9 4 seconds on the clock Hartford ball,-1
168,1.19226E+18,positive,Nice seeing Hofstra legend Juan ya Green at Opening Night hofmbb RoarWithPride Hofstra,1
169,1.19226E+18,positive,RT A Jaylen free throw Ana three and Marianne layup puts Hofstra on a 6 0 run late in the fourth and the Pride now lead Ha,1
170,1.19226E+18,positive,A Jaylen free throw Ana three and Marianne layup puts Hofstra on a 6 0 run late in the fourth and the Pride now,1
171,1.19226E+18,negative,RT MBB BIG bucket from Eli Pemberton Hofstra leads San Jose State 69 67 with 3 32 left in the second half RoarWithPride,-1
172,1.19226E+18,neutral,RT MBB Jalen Ray from the CORNER to put Hofstra back in front RoarWithPride,0
173,1.19226E+18,neutral,RT MBB A personal 6 0 run by Tareq Coburn has pushed the Hofstra lead to five RoarWithPride,0
174,1.19226E+18,neutral,RT MBB Coburn gt Schutte for a Hofstra bucket RoarWithPride,0
175,1.19226E+18,negative,RT MBB BIG bucket from Eli Pemberton Hofstra leads San Jose State 69 67 with 3 32 left in the second half RoarWithPride,-1
176,1.19226E+18,neutral,RT MBB Jalen Ray from the CORNER to put Hofstra back in front RoarWithPride,0
177,1.19226E+18,neutral,RT MBB FINAL Hofstra falls to San Jose State 79 71 Eli Pemberton leads the Pride with 23 points Pride back at home on S,0
178,1.19226E+18,neutral,MBB FINAL Hofstra falls to San Jose State 79 71 Eli Pemberton leads the Pride with 23 points Pride back at h,0
179,1.19226E+18,neutral,RT MBB A personal 6 0 run by Tareq Coburn has pushed the Hofstra lead to five RoarWithPride,0
180,1.19226E+18,neutral,RT MBB Coburn gt Schutte for a Hofstra bucket RoarWithPride,0
181,1.19226E+18,negative,RT MBB BIG bucket from Eli Pemberton Hofstra leads San Jose State 69 67 with 3 32 left in the second half RoarWithPride,-1
182,1.19226E+18,negative,MBB Hofstra trails San Jose State 76 69 with 39 seconds left in the second half RoarWithPride,-1
183,1.19226E+18,neutral,RT Hofstra takes a time out with 7 07 left in the fourth quarter leading Hartford 37 34 RoarWithPride,0
184,1.19226E+18,neutral,Hofstra takes a time out with 7 07 left in the fourth quarter leading Hartford 37 34 RoarWithPride,0
185,1.19226E+18,negative,RT MBB BIG bucket from Eli Pemberton Hofstra leads San Jose State 69 67 with 3 32 left in the second half RoarWithPride,-1
186,1.19226E+18,negative,RT MBB BIG bucket from Eli Pemberton Hofstra leads San Jose State 69 67 with 3 32 left in the second half RoarWithPride,-1
187,1.19226E+18,negative,RT MBB BIG bucket from Eli Pemberton Hofstra leads San Jose State 69 67 with 3 32 left in the second half RoarWithPride,-1
188,1.19225E+18,negative,RT MBB BIG bucket from Eli Pemberton Hofstra leads San Jose State 69 67 with 3 32 left in the second half RoarWithPride,-1
189,1.19225E+18,negative,MBB BIG bucket from Eli Pemberton Hofstra leads San Jose State 69 67 with 3 32 left in the second half,-1
190,1.19225E+18,neutral,RT MBB Jalen Ray from the CORNER to put Hofstra back in front RoarWithPride,0
191,1.19225E+18,neutral,MBB Jalen Ray from the CORNER to put Hofstra back in front RoarWithPride,0
192,1.19225E+18,negative,RT Still ahead with one quarter to go JK now with 11 points to lead Hofstra Jaylen is just behind with nine RoarWithPr,-1
193,1.19225E+18,negative,Still ahead with one quarter to go JK now with 11 points to lead Hofstra Jaylen is just behind with nine,-1
194,1.19225E+18,neutral,RT MBB Hofstra beginning to its muscle as the Pride is in the midst of an 8 0 scoring run to take a 55 48 lead with 8 48 l,0
195,1.19225E+18,neutral,MBB Hofstra beginning to its muscle as the Pride is in the midst of an 8 0 scoring run to take a 55 48 lead wit,0
196,1.19225E+18,neutral,MBB A personal 6 0 run by Tareq Coburn has pushed the Hofstra lead to five RoarWithPride,0
197,1.19225E+18,negative,RT MBB Hofstra has retaken the lead here in the second half as they now lead San Jose State 47 46 with 11 09 left in regul,-1
198,1.19225E+18,negative,MBB Hofstra has retaken the lead here in the second half as they now lead San Jose State 47 46 with 11 09 left,-1
199,1.19225E+18,positive,RT JaKayla Brown converts on the old fashioned three point play and Hofstra now leads the Hawks by eight 32 24 with five min,1
200,1.19264E+18,positive,RT HAPPY Apple AirPods pro 3 RT 11 25 11 28,1
201,1.19264E+18,neutral,Apple AirPods pro 3 RT 11 25 11 28,0
202,1.19264E+18,neutral,2019 AirPods pro MWP22J A Bluetooth airpodspro AirPods pro,0
203,1.19263E+18,neutral,RT AirPods Apple s appuie sur un produit succ s AirPodsPro Apple TrueWireless,0
204,1.19263E+18,negative,Damn you Drew You had to post your AirPodsPro review on the day I got mine Took me about an,-1
205,1.19263E+18,neutral,AirPods Gen 1 AirPodsPro AirPodsProTh,0
206,1.19263E+18,positive,RT trent Apple AirPods Pro Review Are They Best Yet For 2020 airpods airpod airpodspro airpodpro appleairpodreview,1
207,1.19263E+18,positive,RT Not only does explain sound in just the best way imaginable she was also nice enough to join me for the AirPo,1
208,1.19263E+18,neutral,RT airpodspro,0
209,1.19263E+18,neutral,RT AirPods Pro Apple Store AirPodsPro iMoD,0
210,1.19263E+18,neutral,RT AirPods Pro Apple Store AirPodsPro iMoD,0
211,1.19263E+18,neutral,SIMO 150mA LDO Hugecom TWS BlueTooth,0
212,1.19263E+18,neutral,airpodspro AirPods Pro 30,0
213,1.19263E+18,neutral,AirPodsPro,0
214,1.19263E+18,neutral,RT My travel aids Which do you think I used AirPodsPro or sonywf1000mx3,0
215,1.19263E+18,neutral,RT AirPods Pro 1 m flo Taku Apple Addict 3 AirPods Pro Apple AirPodsPr,0
216,1.19263E+18,neutral,Following up on AirPodsPro for ActuallyAutistic people the noise cancellation cannot hold up to a university lec,0
217,1.19263E+18,neutral,RT My travel aids Which do you think I used AirPodsPro or sonywf1000mx3,0
218,1.19263E+18,neutral,5 AirPods pro MWP22J A Bluetooth AirPods pro,0
219,1.19263E+18,negative,good job it only took 18 years for your earpods to get a secure fit appleamazing AirPodsPro,-1
220,1.19262E+18,neutral,AirPodsPro,0
221,1.19262E+18,neutral,RT AirPods Pro 1 m flo Taku Apple Addict 3 AirPods Pro Apple AirPodsPr,0
222,1.19262E+18,neutral,RT AirPods Pro 1 m flo Taku Apple Addict 3 AirPods Pro Apple AirPodsPr,0
223,1.19262E+18,positive,RT The New AirPods Pro AirPodsPro AirPods AirPods pro airpods2 airpods3 Apple Technology,1
224,1.19262E+18,neutral,AirPods Pro Apple AirPodsPro,0
225,1.19262E+18,neutral,AirPods Pro 1 m flo Taku Apple Addict 3 AirPods Pro Apple,0
226,1.19262E+18,positive,Unboxing Apple AirPods Pro And Comparison Video is live Link in bio check it out apple airpodspro,1
227,1.19262E+18,positive,The New AirPods Pro AirPodsPro AirPods AirPods pro airpods2 airpods3 Apple Technology,1
228,1.19262E+18,neutral,RT present 1 present RT 11 24 airpodspro ipad MacBook iPhone11,0
229,1.19262E+18,neutral,RT AirPods Pro Apple Store AirPodsPro iMoD,0
230,1.19262E+18,neutral,RT AirPods Pro Apple Store AirPodsPro iMoD,0
231,1.19262E+18,positive,RT trent Apple AirPods Pro Review Are They Best Yet For 2020 airpods airpod airpodspro airpodpro appleairpodreview,1
232,1.19262E+18,neutral,RT AirPodsPro 10 amp 11 8 3 DM,0
233,1.19262E+18,neutral,RT AirPods Pro Apple Store AirPodsPro iMoD,0
234,1.19262E+18,positive,RT Hahahahaha lo siento pero ten a que hacerlo Pasen por el canal a ver el UNBOXING con marie airpodspro airpo,1
235,1.19262E+18,neutral,RT AirPods Pro Apple Store AirPodsPro iMoD,0
236,1.19262E+18,neutral,RT AirPods Pro Apple Store AirPodsPro iMoD,0
237,1.19262E+18,negative,are we killing traditions over there or why is there no apple stickers in my airpodspro box I WANT ANSWERSS apple,-1
238,1.19262E+18,neutral,RT AirPods Pro Apple Store AirPodsPro iMoD,0
239,1.19262E+18,neutral,RT AirPods Pro Apple Store AirPodsPro iMoD,0
240,1.19262E+18,neutral,RT AirPods Pro Apple Store AirPodsPro iMoD,0
241,1.19262E+18,neutral,RT AirPods Pro Apple Store AirPodsPro iMoD,0
242,1.19262E+18,neutral,RT AirPods Pro Apple Store AirPodsPro iMoD,0
243,1.19262E+18,neutral,RT AirPods Pro Apple Store AirPodsPro iMoD,0
244,1.19262E+18,neutral,RT AirPods Pro Apple Store AirPodsPro iMoD,0
245,1.19262E+18,neutral,AirPods Pro Apple Store AirPodsPro iMoD,0
246,1.19262E+18,positive,Finally they here airpodspro nyc they are dope the noise cancellation is insane New York New York,1
247,1.19262E+18,positive,my new gear Apple AirPodsPro,1
248,1.19262E+18,positive,Treated myself AirPodsPro AppleWatch,1
249,1.19262E+18,neutral,RT iPadPro11 dm RT iPadPro11 iPadPro AirPodsPro iPad CoDM ht,0
250,1.19262E+18,neutral,They look like something out of Plants vs Zombies Apple AirPodsPro,0
